Sentence #,Word,Tag,POS
sentence 4551,Kiểm_soát,I-ORGANIZATION,I-ORGANIZATION
sentence 4551,bệnh_tật,I-ORGANIZATION,I-ORGANIZATION
sentence 4551,Hà_Nội,I-ORGANIZATION,I-ORGANIZATION
sentence 4551,sàng_lọc,O,O
sentence 4551,và,O,O
sentence 4551,lấy,O,O
sentence 4551,mẫu,O,O
sentence 4551,bệnh_phẩm,O,O
sentence 4551,xét_nghiệm,O,O
sentence 4551,ngày,O,O
sentence 4551,22,B-DATE,B-DATE
sentence 4551,-,I-DATE,I-DATE
sentence 4551,3,I-DATE,I-DATE
sentence 4551,",",O,O
sentence 4551,kết_quả,O,O
sentence 4551,dương_tính,O,O
sentence 4551,với,O,O
sentence 4551,SARS,O,O
sentence 4551,-,O,O
sentence 4551,CoV,O,O
sentence 4551,-,O,O
sentence 4551,2,O,O
sentence 4551,.,O,O
sentence 4552,Chẩn_đoán,O,O
sentence 4552,khi,O,O
sentence 4552,tử_vong,O,O
sentence 4552,là,O,O
sentence 4552,sốc,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 4552,nhiễm_khuẩn,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,",",O,O
sentence 4552,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 4552,đa,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,tạng,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,không,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,phục_hồi,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,",",O,O
sentence 4552,viêm,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 4552,phổi,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,",",O,O
sentence 4552,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 4552,thận,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,mạn_tính,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,giai_đoạn,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,cuối,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,",",O,O
sentence 4552,suy,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 4552,tim,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,",",O,O
sentence 4552,tai_biến,B-SYMPTOM_AND_DISEASE,B-SYMPTOM_AND_DISEASE
sentence 4552,mạch_máu,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,não,I-SYMPTOM_AND_DISEASE,I-SYMPTOM_AND_DISEASE
sentence 4552,.,O,O
sentence 4553,Sở,B-ORGANIZATION,B-ORGANIZATION
sentence 4553,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 4553,Hải_phòng,I-ORGANIZATION,I-ORGANIZATION
sentence 4553,cho,O,O
sentence 4553,biết,O,O
sentence 4553,",",O,O
sentence 4553,sau,O,O
sentence 4553,khi,O,O
sentence 4553,xuất_viện,O,O
sentence 4553,",",O,O
sentence 4553,bệnh_nhân,O,O
sentence 4553,được,O,O
sentence 4553,đón,O,O
sentence 4553,về,O,O
sentence 4553,nơi,O,O
sentence 4553,đóng,O,O
sentence 4553,quân,O,O
sentence 4553,của,O,O
sentence 4553,đơn_vị,O,O
sentence 4553,tại,O,O
sentence 4553,xã,B-LOCATION,B-LOCATION
sentence 4553,An_Thắng,I-LOCATION,I-LOCATION
sentence 4553,",",O,O
sentence 4553,huyện,B-LOCATION,B-LOCATION
sentence 4553,An_Lão,I-LOCATION,I-LOCATION
sentence 4553,",",O,O
sentence 4553,thành_phố,B-LOCATION,B-LOCATION
sentence 4553,Hải_Phòng,I-LOCATION,I-LOCATION
sentence 4553,",",O,O
sentence 4553,thực_hiện,O,O
sentence 4553,cách_ly,O,O
sentence 4553,.,O,O
sentence 4554,Từ,O,O
sentence 4554,ngày,O,O
sentence 4554,24/7,B-DATE,B-DATE
sentence 4554,đến,O,O
sentence 4554,18h,O,O
sentence 4554,ngày,O,O
sentence 4554,13/8,B-DATE,B-DATE
sentence 4554,",",O,O
sentence 4554,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 4554,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 4554,công_bố,O,O
sentence 4554,tại,O,O
sentence 4554,Đà_Nẵng,B-LOCATION,B-LOCATION
sentence 4554,ghi_nhận,O,O
sentence 4554,310,O,O
sentence 4554,trường_hợp,O,O
sentence 4554,nhiễm,O,O
sentence 4554,nCoV,O,O
sentence 4554,.,O,O
sentence 4555,*,O,O
sentence 4555,Về,O,O
sentence 4555,tình_hình,O,O
sentence 4555,dịch,O,O
sentence 4555,ở,O,O
sentence 4555,Đà_Nẵng,B-LOCATION,B-LOCATION
sentence 4555,",",O,O
sentence 4555,so,O,O
sentence 4555,với,O,O
sentence 4555,giai_đoạn,O,O
sentence 4555,ghi_nhận,O,O
sentence 4555,bệnh_nhân,O,O
sentence 4555,17,B-PATIENT_ID,B-PATIENT_ID
sentence 4555,",",O,O
sentence 4555,ông,O,O
sentence 4555,đánh_giá,O,O
sentence 4555,thế_nào,O,O
sentence 4555,?,O,O
sentence 4555,Đây,O,O
sentence 4555,có,O,O
sentence 4555,phải,O,O
sentence 4555,là,O,O
sentence 4555,thời_điểm,O,O
sentence 4555,dịch_chuyển,O,O
sentence 4555,sang,O,O
sentence 4555,giai_đoạn,O,O
sentence 4555,3,O,O
sentence 4555,ở,O,O
sentence 4555,Việt_Nam,B-LOCATION,B-LOCATION
sentence 4555,?,O,O
sentence 4555,.,O,O
sentence 4556,23h,O,O
sentence 4556,ngày,O,O
sentence 4556,19,B-DATE,B-DATE
sentence 4556,-,I-DATE,I-DATE
sentence 4556,3,I-DATE,I-DATE
sentence 4556,bệnh_nhân,O,O
sentence 4556,được,O,O
sentence 4556,đưa,O,O
sentence 4556,đi,O,O
sentence 4556,cách_ly,O,O
sentence 4556,tại,O,O
sentence 4556,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4556,Nhiệt_đới,I-LOCATION,I-LOCATION
sentence 4556,trung_ương,I-LOCATION,I-LOCATION
sentence 4556,cơ_sở,I-LOCATION,I-LOCATION
sentence 4556,2,I-LOCATION,I-LOCATION
sentence 4556,.,O,O
sentence 4557,"""",O,O
sentence 4557,Chúng_tôi,O,O
sentence 4557,cũng,O,O
sentence 4557,đã,O,O
sentence 4557,cho,O,O
sentence 4557,làm,O,O
sentence 4557,xét_nghiệm,O,O
sentence 4557,đối_với,O,O
sentence 4557,các,O,O
sentence 4557,bác_sĩ,O,O
sentence 4557,",",O,O
sentence 4557,nhân_viên,O,O
sentence 4557,y_tế,O,O
sentence 4557,làm_việc,O,O
sentence 4557,tại,O,O
sentence 4557,khu,O,O
sentence 4557,cách_ly,O,O
sentence 4557,điều_trị,O,O
sentence 4557,cho,O,O
sentence 4557,các,O,O
sentence 4557,bệnh_nhân,O,O
sentence 4557,nhiễm,O,O
sentence 4557,COVID,O,O
sentence 4557,-,O,O
sentence 4557,19,O,O
sentence 4557,ở,O,O
sentence 4557,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4557,Trung_ương,I-LOCATION,I-LOCATION
sentence 4557,Huế,I-LOCATION,I-LOCATION
sentence 4557,cơ_sở,I-LOCATION,I-LOCATION
sentence 4557,2,I-LOCATION,I-LOCATION
sentence 4557,và,O,O
sentence 4557,toàn_bộ,O,O
sentence 4557,đã,O,O
sentence 4557,cho,O,O
sentence 4557,kết_quả,O,O
sentence 4557,âm_tính,O,O
sentence 4557,"""",O,O
sentence 4557,-,O,O
sentence 4557,ông,O,O
sentence 4557,Hiệp,O,O
sentence 4557,nói,O,O
sentence 4557,.,O,O
sentence 4558,Tại,O,O
sentence 4558,Hà_Nội,B-LOCATION,B-LOCATION
sentence 4558,",",O,O
sentence 4558,cho,O,O
sentence 4558,đến,O,O
sentence 4558,nay,O,O
sentence 4558,đã,O,O
sentence 4558,ghi_nhận,O,O
sentence 4558,7,O,O
sentence 4558,ca,O,O
sentence 4558,bệnh,O,O
sentence 4558,(,O,O
sentence 4558,chưa,O,O
sentence 4558,tính,O,O
sentence 4558,bệnh_nhân,O,O
sentence 4558,Đ.T.A.,B-NAME,B-NAME
sentence 4558,kể,O,O
sentence 4558,trên,O,O
sentence 4558,),O,O
sentence 4558,và,O,O
sentence 4558,hiện,O,O
sentence 4558,đang,O,O
sentence 4558,tiến_hành,O,O
sentence 4558,xét_nghiệm,O,O
sentence 4558,lại,O,O
sentence 4558,bằng,O,O
sentence 4558,Realtime_PCR,O,O
sentence 4558,với,O,O
sentence 4558,người,O,O
sentence 4558,đi,O,O
sentence 4558,về,O,O
sentence 4558,từ,O,O
sentence 4558,Đà_Nẵng,B-LOCATION,B-LOCATION
sentence 4558,từ,O,O
sentence 4558,ngày,O,O
sentence 4558,15,B-DATE,B-DATE
sentence 4558,-,I-DATE,I-DATE
sentence 4558,7,I-DATE,I-DATE
sentence 4558,.,O,O
sentence 4559,Tại,O,O
sentence 4559,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4559,Thanh_Nhàn,I-LOCATION,I-LOCATION
sentence 4559,",",O,O
sentence 4559,bệnh_nhân,O,O
sentence 4559,thực_hiện,O,O
sentence 4559,khai_báo,O,O
sentence 4559,y_tế,O,O
sentence 4559,tại,O,O
sentence 4559,phòng_khám,O,O
sentence 4559,sàng_lọc,O,O
sentence 4559,tại,O,O
sentence 4559,tầng,O,O
sentence 4559,1,O,O
sentence 4559,.,O,O
sentence 4560,Ca,O,O
sentence 4560,bệnh,O,O
sentence 4560,745,B-PATIENT_ID,B-PATIENT_ID
sentence 4560,-,O,O
sentence 4560,747,B-PATIENT_ID,B-PATIENT_ID
sentence 4560,(,O,O
sentence 4560,bệnh_nhân,O,O
sentence 4560,745,B-PATIENT_ID,B-PATIENT_ID
sentence 4560,-,O,O
sentence 4560,747,B-PATIENT_ID,B-PATIENT_ID
sentence 4560,),O,O
sentence 4560,:,O,O
sentence 4560,tại,O,O
sentence 4560,Bà_Rịa,B-LOCATION,B-LOCATION
sentence 4560,-,I-LOCATION,I-LOCATION
sentence 4560,Vũng_Tàu,I-LOCATION,I-LOCATION
sentence 4560,",",O,O
sentence 4560,liên_quan,O,O
sentence 4560,chuyến,O,O
sentence 4560,tàu,B-TRANSPORTATION,B-TRANSPORTATION
sentence 4560,chở,I-TRANSPORTATION,I-TRANSPORTATION
sentence 4560,gas,I-TRANSPORTATION,I-TRANSPORTATION
sentence 4560,Texiana,I-TRANSPORTATION,I-TRANSPORTATION
sentence 4560,từ,O,O
sentence 4560,Qatar,B-LOCATION,B-LOCATION
sentence 4560,về,O,O
sentence 4560,cảng,B-LOCATION,B-LOCATION
sentence 4560,Vũng_Tàu,I-LOCATION,I-LOCATION
sentence 4560,ngày,O,O
sentence 4560,28,B-DATE,B-DATE
sentence 4560,-,I-DATE,I-DATE
sentence 4560,7,I-DATE,I-DATE
sentence 4560,",",O,O
sentence 4560,cách_ly,O,O
sentence 4560,",",O,O
sentence 4560,lấy,O,O
sentence 4560,mẫu,O,O
sentence 4560,ngay,O,O
sentence 4560,trên,O,O
sentence 4560,tàu,O,O
sentence 4560,sau,O,O
sentence 4560,nhập_cảnh,O,O
sentence 4560,.,O,O
sentence 4561,Theo,O,O
sentence 4561,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 4561,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 4561,",",O,O
sentence 4561,bệnh_nhân,O,O
sentence 4561,31,O,O
sentence 4561,tuổi,O,O
sentence 4561,địa_chỉ,O,O
sentence 4561,ở,O,O
sentence 4561,Nam_Định,B-LOCATION,B-LOCATION
sentence 4561,",",O,O
sentence 4561,từ,O,O
sentence 4561,Nga,B-LOCATION,B-LOCATION
sentence 4561,về,O,O
sentence 4561,Việt_Nam,B-LOCATION,B-LOCATION
sentence 4561,hôm,O,O
sentence 4561,13,B-DATE,B-DATE
sentence 4561,-,I-DATE,I-DATE
sentence 4561,5,I-DATE,I-DATE
sentence 4561,trên,O,O
sentence 4561,chuyến,O,O
sentence 4561,bay,O,O
sentence 4561,VN,B-TRANSPORTATION,B-TRANSPORTATION
sentence 4561,0062,I-TRANSPORTATION,I-TRANSPORTATION
sentence 4561,.,O,O
sentence 4562,3,O,O
sentence 4562,ca,O,O
sentence 4562,còn,O,O
sentence 4562,lại,O,O
sentence 4562,có,O,O
sentence 4562,liên_quan,O,O
sentence 4562,tới,O,O
sentence 4562,bệnh_nhân,O,O
sentence 4562,133,B-PATIENT_ID,B-PATIENT_ID
sentence 4562,tại,O,O
sentence 4562,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4562,Bạch_Mai,I-LOCATION,I-LOCATION
sentence 4562,(,O,O
sentence 4562,Hà_Nội,B-LOCATION,B-LOCATION
sentence 4562,),O,O
sentence 4562,.,O,O
sentence 4563,Một,O,O
sentence 4563,ca,O,O
sentence 4563,khác,O,O
sentence 4563,là,O,O
sentence 4563,bệnh_nhân,O,O
sentence 4563,791,B-PATIENT_ID,B-PATIENT_ID
sentence 4563,(,O,O
sentence 4563,45,B-AGE,B-AGE
sentence 4563,tuổi,O,O
sentence 4563,",",O,O
sentence 4563,ở,O,O
sentence 4563,phường,B-LOCATION,B-LOCATION
sentence 4563,Cam_Nghĩa,I-LOCATION,I-LOCATION
sentence 4563,),O,O
sentence 4563,-,O,O
sentence 4563,vốn,O,O
sentence 4563,là,O,O
sentence 4563,F1,O,O
sentence 4563,của,O,O
sentence 4563,bệnh_nhân,O,O
sentence 4563,751,B-PATIENT_ID,B-PATIENT_ID
sentence 4563,.,O,O
sentence 4564,Hiện_tại,O,O
sentence 4564,bệnh_nhân,O,O
sentence 4564,được,O,O
sentence 4564,cách_ly,O,O
sentence 4564,",",O,O
sentence 4564,điều_trị,O,O
sentence 4564,tại,O,O
sentence 4564,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4564,dã_chiến,I-LOCATION,I-LOCATION
sentence 4564,Củ_Chi,I-LOCATION,I-LOCATION
sentence 4564,.,O,O
sentence 4565,Khu,O,O
sentence 4565,chăm_sóc,O,O
sentence 4565,đặc_biệt,O,O
sentence 4565,gần,O,O
sentence 4565,như,O,O
sentence 4565,không,O,O
sentence 4565,tiếp_nhận,O,O
sentence 4565,bệnh_nhân,O,O
sentence 4565,nhiễm,O,O
sentence 4565,nCoV,O,O
sentence 4565,trên,O,O
sentence 4565,70,O,O
sentence 4565,tuổi,O,O
sentence 4565,",",O,O
sentence 4565,khi,O,O
sentence 4565,cơ_hội,O,O
sentence 4565,sống_sót,O,O
sentence 4565,của,O,O
sentence 4565,họ,O,O
sentence 4565,là,O,O
sentence 4565,rất,O,O
sentence 4565,thấp,O,O
sentence 4565,.,O,O
sentence 4566,Vợ_chồng,O,O
sentence 4566,bệnh_nhân,O,O
sentence 4566,28,B-PATIENT_ID,B-PATIENT_ID
sentence 4566,",",O,O
sentence 4566,ông_bà,O,O
sentence 4566,Dixong,B-NAME,B-NAME
sentence 4566,",",O,O
sentence 4566,trước,O,O
sentence 4566,khi,O,O
sentence 4566,ra,O,O
sentence 4566,viện,O,O
sentence 4566,tối,O,O
sentence 4566,13,B-DATE,B-DATE
sentence 4566,-,I-DATE,I-DATE
sentence 4566,4,I-DATE,I-DATE
sentence 4566,tại,O,O
sentence 4566,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4566,Bệnh,I-LOCATION,I-LOCATION
sentence 4566,Nhiệt_đới,I-LOCATION,I-LOCATION
sentence 4566,trung_ương,I-LOCATION,I-LOCATION
sentence 4566,.,O,O
sentence 4567,Ngày,O,O
sentence 4567,13,B-DATE,B-DATE
sentence 4567,-,I-DATE,I-DATE
sentence 4567,8,I-DATE,I-DATE
sentence 4567,",",O,O
sentence 4567,cách_ly,O,O
sentence 4567,tại,O,O
sentence 4567,Trung_tâm,B-LOCATION,B-LOCATION
sentence 4567,Y_tế,I-LOCATION,I-LOCATION
sentence 4567,huyện,I-LOCATION,I-LOCATION
sentence 4567,Nam_Sách,I-LOCATION,I-LOCATION
sentence 4567,.,O,O
sentence 4568,Bệnh_nhân,O,O
sentence 4568,điều_trị,O,O
sentence 4568,tại,O,O
sentence 4568,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4568,Bà_Rịa,I-LOCATION,I-LOCATION
sentence 4568,.,O,O
sentence 4569,Các,O,O
sentence 4569,trường_hợp,O,O
sentence 4569,có,O,O
sentence 4569,tiếp_xúc,O,O
sentence 4569,với,O,O
sentence 4569,bệnh_nhân,O,O
sentence 4569,416,B-PATIENT_ID,B-PATIENT_ID
sentence 4569,",",O,O
sentence 4569,418,B-PATIENT_ID,B-PATIENT_ID
sentence 4569,hoặc,O,O
sentence 4569,bệnh_nhân,O,O
sentence 4569,khác,O,O
sentence 4569,(,O,O
sentence 4569,nếu,O,O
sentence 4569,có,O,O
sentence 4569,),O,O
sentence 4569,thì,O,O
sentence 4569,tổ_chức,O,O
sentence 4569,cách_ly,O,O
sentence 4569,tập_trung,O,O
sentence 4569,tại,O,O
sentence 4569,khu,O,O
sentence 4569,cách_ly,O,O
sentence 4569,quận_huyện,O,O
sentence 4569,và,O,O
sentence 4569,lấy,O,O
sentence 4569,mẫu,O,O
sentence 4569,theo,O,O
sentence 4569,quy_định,O,O
sentence 4569,.,O,O
sentence 4570,Chiều,O,O
sentence 4570,9/4,B-DATE,B-DATE
sentence 4570,",",O,O
sentence 4570,hai,O,O
sentence 4570,ngày,O,O
sentence 4570,sau,O,O
sentence 4570,khi,O,O
sentence 4570,ghi_nhận,O,O
sentence 4570,"""",O,O
sentence 4570,bệnh_nhân,O,O
sentence 4570,251,B-PATIENT_ID,B-PATIENT_ID
sentence 4570,"""",O,O
sentence 4570,dương_tính,O,O
sentence 4570,với,O,O
sentence 4570,nCoV,O,O
sentence 4570,",",O,O
sentence 4570,Hà_Nam,B-LOCATION,B-LOCATION
sentence 4570,vẫn,O,O
sentence 4570,chưa,O,O
sentence 4570,xác_định,O,O
sentence 4570,nguồn,O,O
sentence 4570,lây_nhiễm,O,O
sentence 4570,(,O,O
sentence 4570,F,O,O
sentence 4570,0,O,O
sentence 4570,),O,O
sentence 4570,với,O,O
sentence 4570,ca,O,O
sentence 4570,bệnh,O,O
sentence 4570,này,O,O
sentence 4570,",",O,O
sentence 4570,Giám_đốc,O,O
sentence 4570,Sở,O,O
sentence 4570,Y_tế,O,O
sentence 4570,Lê_Quang_Minh,O,O
sentence 4570,cho_hay,O,O
sentence 4570,.,O,O
sentence 4571,Tại,O,O
sentence 4571,Việt_Nam,B-LOCATION,B-LOCATION
sentence 4571,do,O,O
sentence 4571,khoanh,O,O
sentence 4571,vùng,O,O
sentence 4571,bệnh_nhân,O,O
sentence 4571,hiệu_quả,O,O
sentence 4571,nên,O,O
sentence 4571,tỉ_lệ,O,O
sentence 4571,về,O,O
sentence 4571,số,O,O
sentence 4571,phát_hiện,O,O
sentence 4571,được,O,O
sentence 4571,lớn,O,O
sentence 4571,hơn,O,O
sentence 4571,nhiều,O,O
sentence 4571,",",O,O
sentence 4571,nhưng,O,O
sentence 4571,việc,O,O
sentence 4571,xuất_hiện,O,O
sentence 4571,các,O,O
sentence 4571,ca,O,O
sentence 4571,bệnh,O,O
sentence 4571,không,O,O
sentence 4571,rõ,O,O
sentence 4571,nguồn,O,O
sentence 4571,như,O,O
sentence 4571,ca,O,O
sentence 4571,bệnh,O,O
sentence 4571,243,B-PATIENT_ID,B-PATIENT_ID
sentence 4571,",",O,O
sentence 4571,ca,O,O
sentence 4571,bệnh_nhân,O,O
sentence 4571,người,O,O
sentence 4571,Thuỵ_Điển,O,O
sentence 4571,",",O,O
sentence 4571,ca,O,O
sentence 4571,bệnh,O,O
sentence 4571,người,O,O
sentence 4571,Hàn_Quốc,O,O
sentence 4571,ở,O,O
sentence 4571,Bình_Dương,B-LOCATION,B-LOCATION
sentence 4571,.,O,O
sentence 4572,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 4572,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 4572,cho,O,O
sentence 4572,biết,O,O
sentence 4572,bệnh_nhân,O,O
sentence 4572,là,O,O
sentence 4572,nam_giới,O,O
sentence 4572,",",O,O
sentence 4572,quê,O,O
sentence 4572,Thái_Bình,B-LOCATION,B-LOCATION
sentence 4572,",",O,O
sentence 4572,sau,O,O
sentence 4572,khi,O,O
sentence 4572,trở,O,O
sentence 4572,về,O,O
sentence 4572,Việt_Nam,B-LOCATION,B-LOCATION
sentence 4572,đã,O,O
sentence 4572,được,O,O
sentence 4572,cách_ly,O,O
sentence 4572,tập_trung,O,O
sentence 4572,",",O,O
sentence 4572,kết_quả,O,O
sentence 4572,xét_nghiệm,O,O
sentence 4572,vừa,O,O
sentence 4572,được,O,O
sentence 4572,Viện,B-ORGANIZATION,B-ORGANIZATION
sentence 4572,Vệ_sinh,I-ORGANIZATION,I-ORGANIZATION
sentence 4572,dịch_tễ,I-ORGANIZATION,I-ORGANIZATION
sentence 4572,trung_ương,I-ORGANIZATION,I-ORGANIZATION
sentence 4572,công_bố,O,O
sentence 4572,chiều,O,O
sentence 4572,nay,O,O
sentence 4572,7,B-DATE,B-DATE
sentence 4572,-,I-DATE,I-DATE
sentence 4572,3,I-DATE,I-DATE
sentence 4572,cho,O,O
sentence 4572,kết_quả,O,O
sentence 4572,dương_tính,O,O
sentence 4572,với,O,O
sentence 4572,virus,O,O
sentence 4572,corona,O,O
sentence 4572,chủng,O,O
sentence 4572,mới,O,O
sentence 4572,.,O,O
sentence 4573,Như_vậy,O,O
sentence 4573,đã,O,O
sentence 4573,có,O,O
sentence 4573,4,O,O
sentence 4573,nhân_viên,O,O
sentence 4573,y_tế,O,O
sentence 4573,bị,O,O
sentence 4573,nhiễm_bệnh,O,O
sentence 4573,(,O,O
sentence 4573,2,O,O
sentence 4573,bác_sĩ,O,O
sentence 4573,và,O,O
sentence 4573,2,O,O
sentence 4573,điều_dưỡng,O,O
sentence 4573,),O,O
sentence 4573,.,O,O
sentence 4574,Trong,O,O
sentence 4574,17,O,O
sentence 4574,bệnh_nhân,O,O
sentence 4574,tử_vong,O,O
sentence 4574,có,O,O
sentence 4574,10,O,O
sentence 4574,nữ,O,O
sentence 4574,và,O,O
sentence 4574,7,O,O
sentence 4574,nam,O,O
sentence 4574,",",O,O
sentence 4574,độ,O,O
sentence 4574,tuổi,O,O
sentence 4574,dao_động,O,O
sentence 4574,từ,O,O
sentence 4574,33,O,O
sentence 4574,-,O,O
sentence 4574,86,O,O
sentence 4574,tuổi,O,O
sentence 4574,(,O,O
sentence 4574,11,O,O
sentence 4574,người,O,O
sentence 4574,trên,O,O
sentence 4574,60,O,O
sentence 4574,tuổi,O,O
sentence 4574,),O,O
sentence 4574,.,O,O
sentence 4575,Liên_quan,O,O
sentence 4575,đến,O,O
sentence 4575,3,O,O
sentence 4575,ca,O,O
sentence 4575,COVID,O,O
sentence 4575,-,O,O
sentence 4575,19,O,O
sentence 4575,từng,O,O
sentence 4575,đến,O,O
sentence 4575,Bệnh_viện,B-LOCATION,B-LOCATION
sentence 4575,Chợ_Rẫy,I-LOCATION,I-LOCATION
sentence 4575,(,O,O
sentence 4575,bệnh_nhân,O,O
sentence 4575,449,B-PATIENT_ID,B-PATIENT_ID
sentence 4575,",",O,O
sentence 4575,450,B-PATIENT_ID,B-PATIENT_ID
sentence 4575,và,O,O
sentence 4575,517,B-PATIENT_ID,B-PATIENT_ID
sentence 4575,),O,O
sentence 4575,",",O,O
sentence 4575,ngày,O,O
sentence 4575,1,B-DATE,B-DATE
sentence 4575,-,I-DATE,I-DATE
sentence 4575,8,I-DATE,I-DATE
sentence 4575,",",O,O
sentence 4575,BS,O,O
sentence 4575,Nguyễn_Tri_Thức,O,O
sentence 4575,",",O,O
sentence 4575,giám_đốc,O,O
sentence 4575,bệnh_viện,O,O
sentence 4575,",",O,O
sentence 4575,cho,O,O
sentence 4575,biết,O,O
sentence 4575,đơn_vị,O,O
sentence 4575,này,O,O
sentence 4575,đã,O,O
sentence 4575,cách_ly,O,O
sentence 4575,",",O,O
sentence 4575,lấy,O,O
sentence 4575,mẫu,O,O
sentence 4575,xét_nghiệm,O,O
sentence 4575,đối_với,O,O
sentence 4575,350,O,O
sentence 4575,nhân_viên,O,O
sentence 4575,y_tế,O,O
sentence 4575,có,O,O
sentence 4575,tiếp_xúc,O,O
sentence 4575,với,O,O
sentence 4575,những,O,O
sentence 4575,người_bệnh,O,O
sentence 4575,này,O,O
sentence 4575,.,O,O
sentence 4576,Cô,O,O
sentence 4576,sau,O,O
sentence 4576,đó,O,O
sentence 4576,trở_thành,O,O
sentence 4576,bệnh_nhân,O,O
sentence 4576,đầu_tiên,O,O
sentence 4576,tại,O,O
sentence 4576,Hà_Tĩnh,B-LOCATION,B-LOCATION
sentence 4576,nhiễm,O,O
sentence 4576,nCoV,O,O
sentence 4576,",",O,O
sentence 4576,và,O,O
sentence 4576,là,O,O
sentence 4576,bệnh_nhân,O,O
sentence 4576,146,B-PATIENT_ID,B-PATIENT_ID
sentence 4576,của,O,O
sentence 4576,Việt_Nam,B-LOCATION,B-LOCATION
sentence 4576,.,O,O
sentence 4577,Ngay,O,O
sentence 4577,từ,O,O
sentence 4577,khi,O,O
sentence 4577,ca,O,O
sentence 4577,bệnh,O,O
sentence 4577,đầu_tiên,O,O
sentence 4577,khởi_phát,O,O
sentence 4577,(,O,O
sentence 4577,"""",O,O
sentence 4577,Bệnh_nhân,O,O
sentence 4577,867,B-PATIENT_ID,B-PATIENT_ID
sentence 4577,"""",O,O
sentence 4577,ghi_nhận,O,O
sentence 4577,ngày,O,O
sentence 4577,8/8,B-DATE,B-DATE
sentence 4577,),O,O
sentence 4577,",",O,O
sentence 4577,Bộ,B-ORGANIZATION,B-ORGANIZATION
sentence 4577,Y_tế,I-ORGANIZATION,I-ORGANIZATION
sentence 4577,đã,O,O
sentence 4577,phối_hợp,O,O
sentence 4577,với,O,O
sentence 4577,địa_phương,O,O
sentence 4577,triển_khai,O,O
sentence 4577,quyết_liệt,O,O
sentence 4577,các,O,O
sentence 4577,biện_pháp,O,O
sentence 4577,dập,O,O
sentence 4577,dịch,O,O
sentence 4577,.,O,O
sentence 4578,Sáng,O,O
sentence 4578,22/7,B-DATE,B-DATE
sentence 4578,",",O,O
sentence 4578,cụ,O,O
sentence 4578,vào,O,O
sentence 4578,Khoa,B-LOCATION,B-LOCATION
sentence 4578,cấp_cứu,I-LOCATION,I-LOCATION
sentence 4578,",",I-LOCATION,I-LOCATION
sentence 4578,Bệnh_viện,I-LOCATION,I-LOCATION
sentence 4578,Bình_An,I-LOCATION,I-LOCATION
sentence 4578,-,O,O
sentence 4578,Đây,O,O
sentence 4578,là,O,O
sentence 4578,nơi,O,O
sentence 4578,"""",O,O
sentence 4578,bệnh_nhân,O,O
sentence 4578,524,B-PATIENT_ID,B-PATIENT_ID
sentence 4578,"""",O,O
sentence 4578,(,O,O
sentence 4578,đã,O,O
sentence 4578,tử_vong,O,O
sentence 4578,trưa,O,O
sentence 4578,2/8,B-DATE,B-DATE
sentence 4578,),O,O
sentence 4578,từng,O,O
sentence 4578,đến,O,O
sentence 4578,điều,O,O
sentence 4578,trị,O,O
sentence 4578,nhiều,O,O
